1:Date;Temperature_Comedor_Sensor;Temperature_Habitacion_Sensor;Weather_Temperature;CO2_Comedor_Sensor;CO2_Habitacion_Sensor;Humedad_Comedor_Sensor;Humedad_Habitacion_Sensor;Lighting_Comedor_Sensor;Lighting_Habitacion_Sensor;Precipitacion;Meteo_Exterior_Crepusculo;Meteo_Exterior_Viento;Meteo_Exterior_Sol_Oest;Meteo_Exterior_Sol_Est;Meteo_Exterior_Sol_Sud;Meteo_Exterior_Piranometro;Temperature_Exterior_Sensor;Humedad_Exterior_Sensor;Day_Of_Week;Temperature_Exterior_Sensor_1;Temperature_Exterior_Sensor_2;Temperature_Exterior_Sensor_3;Temperature_Exterior_Sensor_4;Temperature_Exterior_Sensor_5;Temperature_Exterior_Sensor_6;Temperature_Exterior_Sensor_7;Temperature_Exterior_Sensor_8;Temperature_Exterior_Sensor_9;Temperature_Exterior_Sensor_10;Temperature_Exterior_Sensor_11;Temperature_Exterior_Sensor_12;Temperature_Exterior_Sensor_13;Temperature_Exterior_Sensor_14;Temperature_Exterior_Sensor_15;Temperature_Exterior_Sensor_16;Temperature_Exterior_Sensor_17;Temperature_Exterior_Sensor_18;Temperature_Exterior_Sensor_19;Temperature_Exterior_Sensor_20;Temperature_Exterior_Sensor_21;Temperature_Exterior_Sensor_22;Temperature_Exterior_Sensor_23;Temperature_Exterior_Sensor_24;Temperature_Exterior_Sensor_25;Temperature_Exterior_Sensor_26;Temperature_Habitacion_Sensor_1;Temperature_Habitacion_Sensor_2;Temperature_Habitacion_Sensor_3;Temperature_Habitacion_Sensor_4;Temperature_Habitacion_Sensor_5;Temperature_Habitacion_Sensor_6;Temperature_Habitacion_Sensor_7;Temperature_Habitacion_Sensor_8;Temperature_Habitacion_Sensor_9;Temperature_Habitacion_Sensor_10;Temperature_Habitacion_Sensor_11;Temperature_Habitacion_Sensor_12;Temperature_Habitacion_Sensor_13;Temperature_Habitacion_Sensor_14;Temperature_Habitacion_Sensor_15;Temperature_Habitacion_Sensor_16;Temperature_Habitacion_Sensor_17;Temperature_Habitacion_Sensor_18;Temperature_Habitacion_Sensor_19;Temperature_Habitacion_Sensor_20;Temperature_Habitacion_Sensor_21;Temperature_Habitacion_Sensor_22;Temperature_Habitacion_Sensor_23;Temperature_Habitacion_Sensor_24;Temperature_Habitacion_Sensor_25;Temperature_Habitacion_Sensor_26;Weather_Temperature_1;Weather_Temperature_2;Weather_Temperature_3;Weather_Temperature_4;Weather_Temperature_5;Weather_Temperature_6;Weather_Temperature_7;Weather_Temperature_8;Weather_Temperature_9;Weather_Temperature_10;Weather_Temperature_11;Weather_Temperature_12;Weather_Temperature_13;Weather_Temperature_14;Weather_Temperature_15;Weather_Temperature_16;Weather_Temperature_17;Weather_Temperature_18;Weather_Temperature_19;Weather_Temperature_20;Weather_Temperature_21;Weather_Temperature_22;Weather_Temperature_23;Weather_Temperature_24;Weather_Temperature_25;Weather_Temperature_26;Meteo_Exterior_Piranometro_1;Meteo_Exterior_Piranometro_2;Meteo_Exterior_Piranometro_3;Meteo_Exterior_Piranometro_4;Meteo_Exterior_Piranometro_5;Meteo_Exterior_Piranometro_6;Meteo_Exterior_Piranometro_7;Meteo_Exterior_Piranometro_8;Meteo_Exterior_Piranometro_9;Meteo_Exterior_Piranometro_10;Meteo_Exterior_Piranometro_11;Meteo_Exterior_Piranometro_12;Meteo_Exterior_Piranometro_13;Meteo_Exterior_Piranometro_14;Meteo_Exterior_Piranometro_15;Meteo_Exterior_Piranometro_16;Meteo_Exterior_Piranometro_17;Meteo_Exterior_Piranometro_18;Meteo_Exterior_Piranometro_19;Meteo_Exterior_Piranometro_20;Meteo_Exterior_Piranometro_21;Meteo_Exterior_Piranometro_22;Meteo_Exterior_Piranometro_23;Meteo_Exterior_Piranometro_24;Meteo_Exterior_Piranometro_25;Meteo_Exterior_Piranometro_26;Lighting_Habitacion_Sensor_1;Lighting_Habitacion_Sensor_2;Lighting_Habitacion_Sensor_3;Lighting_Habitacion_Sensor_4;Lighting_Habitacion_Sensor_5;Lighting_Habitacion_Sensor_6;Lighting_Habitacion_Sensor_7;Lighting_Habitacion_Sensor_8;Lighting_Habitacion_Sensor_9;Lighting_Habitacion_Sensor_10;Lighting_Habitacion_Sensor_11;Lighting_Habitacion_Sensor_12;Lighting_Habitacion_Sensor_13;Lighting_Habitacion_Sensor_14;Lighting_Habitacion_Sensor_15;Lighting_Habitacion_Sensor_16;Lighting_Habitacion_Sensor_17;Lighting_Habitacion_Sensor_18;Lighting_Habitacion_Sensor_19;Lighting_Habitacion_Sensor_20;Lighting_Habitacion_Sensor_21;Lighting_Habitacion_Sensor_22;Lighting_Habitacion_Sensor_23;Lighting_Habitacion_Sensor_24;Lighting_Habitacion_Sensor_25;Lighting_Habitacion_Sensor_26;Meteo_Exterior_Sol_Sud_1;Meteo_Exterior_Sol_Sud_2;Meteo_Exterior_Sol_Sud_3;Meteo_Exterior_Sol_Sud_4;Meteo_Exterior_Sol_Sud_5;Meteo_Exterior_Sol_Sud_6;Meteo_Exterior_Sol_Sud_7;Meteo_Exterior_Sol_Sud_8;Meteo_Exterior_Sol_Sud_9;Meteo_Exterior_Sol_Sud_10;Meteo_Exterior_Sol_Sud_11;Meteo_Exterior_Sol_Sud_12;Meteo_Exterior_Sol_Sud_13;Meteo_Exterior_Sol_Sud_14;Meteo_Exterior_Sol_Sud_15;Meteo_Exterior_Sol_Sud_16;Meteo_Exterior_Sol_Sud_17;Meteo_Exterior_Sol_Sud_18;Meteo_Exterior_Sol_Sud_19;Meteo_Exterior_Sol_Sud_20;Meteo_Exterior_Sol_Sud_21;Meteo_Exterior_Sol_Sud_22;Meteo_Exterior_Sol_Sud_23;Meteo_Exterior_Sol_Sud_24;Meteo_Exterior_Sol_Sud_25;Meteo_Exterior_Sol_Sud_26;Meteo_Exterior_Crepusculo_1;Meteo_Exterior_Crepusculo_2;Meteo_Exterior_Crepusculo_3;Meteo_Exterior_Crepusculo_4;Meteo_Exterior_Crepusculo_5;Meteo_Exterior_Crepusculo_6;Meteo_Exterior_Crepusculo_7;Meteo_Exterior_Crepusculo_8;Meteo_Exterior_Crepusculo_9;Meteo_Exterior_Crepusculo_10;Meteo_Exterior_Crepusculo_11;Meteo_Exterior_Crepusculo_12;Meteo_Exterior_Crepusculo_13;Meteo_Exterior_Crepusculo_14;Meteo_Exterior_Crepusculo_15;Meteo_Exterior_Crepusculo_16;Meteo_Exterior_Crepusculo_17;Meteo_Exterior_Crepusculo_18;Meteo_Exterior_Crepusculo_19;Meteo_Exterior_Crepusculo_20;Meteo_Exterior_Crepusculo_21;Meteo_Exterior_Crepusculo_22;Meteo_Exterior_Crepusculo_23;Meteo_Exterior_Crepusculo_24;Meteo_Exterior_Crepusculo_25;Meteo_Exterior_Crepusculo_26
2012-03-14 19:30:00;21.82;21.2507;16.0;210.581;210.805;46.2747;44.944;11.328;13.3787;0.0;0.65;0.052;0.0;0.0;0.0;-3.512;17.7647;61.1787;3.0;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;21.5027;21.2107;20.88;20.5307;20.274;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;22.692;22.624;22.62;22.4707;22.34;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.7333;19.1333;19.0;19.0;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;686.507;712.491;731.392;749.952;762.795;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;82.88;94.976;112.581;112.411;112.496;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;86911.7;91799.6;95163.7;95300.3;95278.4;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352;620.48;620.48;621.461;621.76;622.101
2012-03-14 19:45:00;21.6973;21.1293;14.5333;209.835;211.136;46.184;45.056;11.6867;13.2813;0.0;0.65;0.564;0.0;0.0;0.0;-3.512;17.5673;62.488;3.0;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;21.5027;21.2107;20.88;20.5307;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;22.692;22.624;22.62;22.4707;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.7333;19.1333;19.0;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;686.507;712.491;731.392;749.952;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;82.88;94.976;112.581;112.411;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;86911.7;91799.6;95163.7;95300.3;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352;620.48;620.48;621.461;621.76
2012-03-14 20:00:00;21.5627;21.028;14.0;209.728;210.496;46.9147;45.6667;11.3447;13.004;0.0;0.65;0.0;0.0;0.0;0.0;-3.708;17.3913;62.7653;3.0;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;21.5027;21.2107;20.88;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;22.692;22.624;22.62;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.7333;19.1333;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;686.507;712.491;731.392;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;82.88;94.976;112.581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;86911.7;91799.6;95163.7;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352;620.48;620.48;621.461
2012-03-14 20:15:00;21.4453;20.896;14.0;210.101;211.723;47.2987;45.8693;11.426;13.0213;0.0;0.65;0.0;0.0;0.0;0.0;-3.64267;17.2;63.056;3.0;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;21.5027;21.2107;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;22.692;22.624;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.7333;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;686.507;712.491;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;82.88;94.976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;86911.7;91799.6;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352;620.48;620.48
2012-03-14 20:30:00;21.304;20.816;14.0;210.016;211.019;47.3067;46.0667;11.6867;13.1833;0.0;0.65;0.0;0.0;0.0;0.0;-3.77333;16.996;62.96;3.0;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;21.5027;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;22.692;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;686.507;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;82.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;86911.7;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352;620.48
2012-03-14 20:45:00;21.18;20.6813;14.0;210.4;211.616;45.8533;45.4533;11.328;12.94;0.0;0.65;0.48;0.0;0.0;0.0;-3.57733;16.8393;64.6267;3.0;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;21.844;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;22.7347;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;20.0;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;657.472;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;82.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;81589.6;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84;620.352
2012-03-14 21:00:00;21.04;20.572;12.5333;210.507;212.48;45.2;45.488;11.524;13.2967;0.0;0.65;0.783333;0.0;0.0;0.0;-3.77333;16.684;65.1147;3.0;16.8393;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;22.196;20.6813;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;22.78;14.0;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;20.0;-3.57733;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;627.84;12.94;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;62.1467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;75524.8;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84;619.84
2012-03-14 21:15:00;20.8987;20.4173;12.0;211.072;214.091;44.824;45.5253;11.6867;13.184;0.0;0.65;0.986667;0.0;0.0;0.0;-3.708;16.514;65.7627;3.0;16.684;16.8393;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;22.3693;20.572;20.6813;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;22.816;12.5333;14.0;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;20.0;-3.77333;-3.57733;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;594.283;13.2967;12.94;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;52.5893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;68381.4;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328;619.84
2012-03-14 21:30:00;20.7747;20.308;12.0;211.264;213.749;44.8347;45.6133;11.426;12.5167;0.0;0.65;0.576;0.0;0.0;0.0;-3.708;16.3467;65.6587;3.0;16.514;16.684;16.8393;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;22.32;20.4173;20.572;20.6813;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;22.8213;12.0;12.5333;14.0;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;20.0;-3.708;-3.77333;-3.57733;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;558.443;13.184;13.2967;12.94;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;45.0453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;60907.5;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2;619.328
2012-03-14 21:45:00;20.652;20.1407;12.0;212.085;214.261;45.8827;46.232;11.6867;13.3627;0.0;0.65;0.218;0.0;0.0;0.0;-3.25067;16.166;65.2187;3.0;16.3467;16.514;16.684;16.8393;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;22.136;20.308;20.4173;20.572;20.6813;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;22.808;12.0;12.0;12.5333;14.0;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;20.0;-3.708;-3.708;-3.77333;-3.57733;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;518.827;12.5167;13.184;13.2967;12.94;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;39.6987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;52974.9;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816;619.2
2012-03-14 22:00:00;20.532;19.9987;12.0;212.384;214.229;46.352;46.4693;11.6053;12.8587;0.0;0.65;0.0386667;0.0;0.0;0.0;-3.316;16.0053;65.2773;3.0;16.166;16.3467;16.514;16.684;16.8393;16.996;17.2;17.3913;17.5673;17.7647;17.9927;18.2053;18.4533;18.7113;18.9267;19.1287;19.3293;19.5533;19.8167;20.1167;20.4427;20.6947;20.9627;21.2467;21.5827;21.8853;20.1407;20.308;20.4173;20.572;20.6813;20.816;20.896;21.028;21.1293;21.2507;21.3867;21.496;21.624;21.74;21.8613;21.952;22.064;22.1787;22.2987;22.3867;22.484;22.5613;22.608;22.6907;22.7347;22.776;12.0;12.0;12.0;12.5333;14.0;14.0;14.0;14.0;14.5333;16.0;16.0;16.0;16.0;17.3333;18.0;18.0;18.2667;18.8;19.0;19.0;19.0;19.0;19.0;19.8667;20.0;20.0;-3.25067;-3.708;-3.708;-3.77333;-3.57733;-3.77333;-3.64267;-3.708;-3.512;-3.512;-3.77333;-3.77333;-3.708;-3.64267;-2.58867;5.62067;15.6347;24.2627;116.075;184.949;234.805;285.024;334.421;383.637;431.253;476.373;13.3627;12.5167;13.184;13.2967;12.94;13.1833;13.0213;13.004;13.2813;13.3787;13.004;12.94;13.1993;12.8587;13.46;22.0213;22.7027;22.9467;22.604;23.144;22.9813;23.1093;22.9467;23.388;22.604;32.0533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;451.584;1526.78;1978.37;7182.34;10277.9;12907.9;16311.6;21349.0;27955.2;36319.2;44761.1;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.738;3.772;111.133;585.813;613.973;614.464;615.573;616.811;617.323;617.92;618.091;618.56;618.56;618.603;618.816
