Time_Stamp,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2/2/2015 16:21,22.84,27.37333333,436.5,1028.666667,0.0047122,1
2/2/2015 16:21,22.79,27.365,438,1020.4,0.00469639,1
2/2/2015 16:23,22.79,27.2,444,1018,0.004667861,1
2/2/2015 16:24,22.79,27.17142857,435.4285714,1015.142857,0.004662921,1
2/2/2015 16:25,22.79,27.06666667,434,1006.333333,0.004644808,1
2/2/2015 16:25,22.79,27.02,432,1002.6,0.00463674,1
2/2/2015 16:27,22.772,26.934,438,993.2,0.004616793,1
2/2/2015 16:27,22.76,26.82333333,439,983.3333333,0.004594315,1
2/2/2015 16:28,22.7,26.754,432,976.2,0.004565583,1
2/2/2015 16:30,22.7225,26.7,432.75,980.75,0.004562569,1
2/2/2015 16:31,22.7,26.68333333,434,971.3333333,0.004553435,1
2/2/2015 16:32,22.7,26.53333333,444,966.6666667,0.004527652,1
2/2/2015 16:33,22.7,26.46333333,444,963,0.00451562,1
2/2/2015 16:34,22.7,26.445,441.5,952.3333333,0.004512469,1
2/2/2015 16:34,22.7,26.34,444,948,0.004494423,1
2/2/2015 16:36,22.7,26.26,444,945,0.004480674,1
2/2/2015 16:37,22.7,26.2,441,941.6,0.004470363,1
2/2/2015 16:38,22.7,26.16,438,929.8,0.004463489,1
2/2/2015 16:38,22.7,26.02,441,923.8,0.004439431,1
2/2/2015 16:40,22.7,26.1,440.25,919,0.004453178,1
2/2/2015 16:40,22.7,26,439,918.25,0.004435995,1
2/2/2015 16:41,22.7,25.934,438,919.4,0.004424654,1
2/2/2015 16:43,22.7,25.92666667,439,927.3333333,0.004423394,1
2/2/2015 16:44,22.7,25.815,432.75,920.25,0.004404207,1
2/2/2015 16:45,22.68,25.772,432,902.4,0.004391449,1
2/2/2015 16:46,22.64,25.696,429,904.4,0.004367718,1
2/2/2015 16:46,22.6,25.575,429,897,0.00433639,1
2/2/2015 16:47,22.66666667,25.6,429,892,0.004358383,1
2/2/2015 16:49,22.6,25.525,433.5,882.5,0.004327853,1
2/2/2015 16:50,22.62,25.476,436.2,887.2,0.004324772,1
2/2/2015 16:51,22.625,25.55,442.5,889.25,0.004338748,1
2/2/2015 16:52,22.6,25.39,443.4,889.2,0.004304805,1
2/2/2015 16:53,22.65,25.42,438,880.75,0.00432312,1
2/2/2015 16:53,22.6,25.2675,442.5,868.75,0.004283893,1
2/2/2015 16:54,22.6,25.218,439.8,861,0.004275443,1
2/2/2015 16:56,22.6,25.2,439.8,860.6,0.00427237,1
2/2/2015 16:57,22.6,25.2,435.5,864,0.00427237,1
2/2/2015 16:58,22.6,25.15,430.75,859,0.004263835,1
2/2/2015 16:59,22.6,25.14,440.6,854.4,0.004262128,1
2/2/2015 16:59,22.6,25.15,428.2,847.4,0.004263835,1
2/2/2015 17:00,22.6,25.04,432.2,837.2,0.004245059,1
2/2/2015 17:02,22.6,25.05,431.75,834.75,0.004246766,1
2/2/2015 17:03,22.6,25.06,429.2,832.4,0.004248472,1
2/2/2015 17:04,22.6,25,433,832,0.004238231,1
2/2/2015 17:05,22.6,25,433,836.25,0.004238231,1
2/2/2015 17:06,22.6,25,428.2,832.6,0.004238231,1
2/2/2015 17:06,22.6,25.025,428.25,821.5,0.004242498,1
2/2/2015 17:08,22.6,25.1,425.4,832.4,0.0042553,1
2/2/2015 17:09,22.6,25.08,429.2,832.4,0.004251886,1
2/2/2015 17:10,22.56,25.02,433,830.75,0.004231284,1
2/2/2015 17:10,22.58,25.08,433,821.5,0.00424669,1
2/2/2015 17:12,22.575,25.075,433,818.25,0.00424454,1
2/2/2015 17:12,22.56,24.912,433,819.8,0.004212896,1
2/2/2015 17:13,22.55,25.2,433,822.5,0.004259328,1
2/2/2015 17:15,22.6,24.9175,433,818,0.00422415,1
2/2/2015 17:16,22.58,25.06,433,812.8,0.004243281,1
2/2/2015 17:17,22.56666667,24.90833333,433,816.5,0.004213989,1
2/2/2015 17:18,22.525,24.945,433,822.25,0.004209495,1
2/2/2015 17:19,22.54,24.89,433,825,0.004204006,1
2/2/2015 17:19,22.5,24.865,433,816.5,0.004189492,1
2/2/2015 17:21,22.5,24.9175,433,811.5,0.004198397,1
2/2/2015 17:22,22.5,24.91166667,433,811,0.004197408,1
2/2/2015 17:23,22.56,24.81,433,812.2,0.00419553,1
2/2/2015 17:23,22.525,24.89,426,814.25,0.004200151,1
2/2/2015 17:25,22.52,24.976,430.2,824,0.004213473,1
2/2/2015 17:25,22.575,25.075,433,834.5,0.00424454,1
2/2/2015 17:26,22.6,25,433,837,0.004238231,1
2/2/2015 17:28,22.6,25.02142857,433,841.1666667,0.004241889,1
2/2/2015 17:29,22.6,25.04285714,433,845.3333333,0.004245546,1
2/2/2015 17:30,22.6,25.1,433,854.75,0.0042553,1
2/2/2015 17:31,22.6,25.1,428.3333333,850.3333333,0.0042553,1
2/2/2015 17:31,22.6,25.08,424.6,845.4,0.004251886,1
2/2/2015 17:32,22.6,25.16666667,433,854.3333333,0.00426668,1
2/2/2015 17:34,22.6,25.06666667,428.3333333,849.3333333,0.00424961,0
2/2/2015 17:35,22.6,25.2,422.5,853,0.00427237,0
2/2/2015 17:36,22.6,25.2,423.6666667,853,0.00427237,0
2/2/2015 17:37,22.54,25.16,424.6,852,0.004249921,0
2/2/2015 17:38,22.54,25.16,427.4,853.6,0.004249921,0
2/2/2015 17:38,22.54,25.14,421.8,845.6,0.00424652,0
2/2/2015 17:39,22.525,25.1,426,834.25,0.004235829,0
2/2/2015 17:41,22.5,25.04,421.8,826.4,0.004219178,0
2/2/2015 17:42,22.5,25,419,819.6,0.004212392,0
2/2/2015 17:43,22.5,25,419,829.6,0.004212392,0
2/2/2015 17:44,22.5,25,419,824,0.004212392,0
2/2/2015 17:44,22.5,24.912,419,814.2,0.004197464,0
2/2/2015 17:45,22.5,24.89,419,813.5,0.004193733,0
2/2/2015 17:47,22.5,24.89,419,813.8,0.004193733,0
2/2/2015 17:48,22.5,24.89,419,811,0.004193733,0
2/2/2015 17:49,22.478,24.87,419,804.6,0.004184704,0
2/2/2015 17:50,22.456,24.83,419,807.8,0.004172308,0
2/2/2015 17:51,22.5,24.85666667,419,802.3333333,0.004188079,0
2/2/2015 17:51,22.4175,24.7475,419,796.75,0.004148566,0
2/2/2015 17:53,22.456,24.81,419,794.4,0.004168925,0
2/2/2015 17:54,22.39,24.7,419,790.6,0.004133586,0
2/2/2015 17:55,22.4175,24.7225,419,789.75,0.004144348,0
2/2/2015 17:55,22.39,24.7,419,782.2,0.004133586,0
2/2/2015 17:57,22.39,24.7225,419,772.25,0.004137377,1
2/2/2015 17:57,22.39,24.71708333,419,772.925,0.004136464,1
2/2/2015 17:58,22.39,24.71166667,419,773.6,0.004135552,1
2/2/2015 18:00,22.39,24.625,419,773.75,0.004120952,1
2/2/2015 18:01,22.39,24.754,416.2,771.8,0.004142684,1
2/2/2015 18:02,22.39,24.912,418.6,782.8,0.004169303,1
2/2/2015 18:03,22.39,25.245,415,796.5,0.004225413,1
2/2/2015 18:04,22.39,25.0925,310.25,809,0.004199716,1
2/2/2015 18:04,22.39,25,0,805.5,0.00418413,0
2/2/2015 18:06,22.35,24.978,0,791.4,0.004170196,0
2/2/2015 18:07,22.32333333,25,0,779.3333333,0.004167082,0
2/2/2015 18:08,22.365,24.9725,0,780.75,0.004173103,0
2/2/2015 18:08,22.315,24.89,0,781.75,0.004146508,0
2/2/2015 18:10,22.29,24.9175,0,781,0.004144767,0
2/2/2015 18:10,22.29,24.912,0,778.4,0.004143846,0
2/2/2015 18:11,22.26,24.85666667,0,769.3333333,0.004126988,0
2/2/2015 18:13,22.254,24.85,0,766.5,0.004124357,0
2/2/2015 18:14,22.23,24.79333333,0,763.25,0.004108841,0
2/2/2015 18:15,22.26,24.82333333,0,762.3333333,0.004121417,0
2/2/2015 18:16,22.2,24.79,0,761.5,0.004100737,0
2/2/2015 18:16,22.2,24.79,0,761,0.004100737,0
2/2/2015 18:17,22.2,24.736,0,757,0.004091746,0
2/2/2015 18:19,22.2,24.79,0,752.3333333,0.004100737,0
2/2/2015 18:20,22.13333333,24.7,0,748.6666667,0.004069084,0
2/2/2015 18:21,22.1,24.7,0,746.25,0.004060772,0
2/2/2015 18:22,22.15,24.7225,0,745.25,0.00407698,0
2/2/2015 18:23,22.1,24.7,0,740.6666667,0.004060772,0
2/2/2015 18:23,22.1,24.7,0,738,0.004060772,0
2/2/2015 18:24,22.13333333,24.7,0,732.6666667,0.004069084,0
2/2/2015 18:26,22.1,24.7,0,727,0.004060772,0
2/2/2015 18:27,22.1,24.675,0,716,0.004056635,0
2/2/2015 18:28,22.06666667,24.66666667,0,723.25,0.004046971,0
2/2/2015 18:29,22.06666667,24.66666667,0,718.3333333,0.004046971,0
2/2/2015 18:29,22,24.58,0,716.6,0.004016193,0
2/2/2015 18:30,21.978,24.6,0,714,0.004014056,0
2/2/2015 18:32,21.978,24.56,0,714.2,0.004007487,0
2/2/2015 18:33,21.945,24.6,0,715,0.00400593,0
2/2/2015 18:34,21.92666667,24.5,0,706.6666667,0.003985052,0
2/2/2015 18:35,21.89,24.5,0,706,0.003976085,0
2/2/2015 18:36,21.89,24.525,0,698.75,0.003980169,0
2/2/2015 18:36,21.89,24.5,0,692.5,0.003976085,0
2/2/2015 18:38,21.89,24.5,0,694.75,0.003976085,0
2/2/2015 18:39,21.815,24.4175,0,697.25,0.003944389,0
2/2/2015 18:40,21.82333333,24.46333333,0,692,0.003953865,0
2/2/2015 18:40,21.79,24.39,0,691,0.003933868,0
2/2/2015 18:42,21.79,24.39,0,689.75,0.003933868,0
2/2/2015 18:42,21.79,24.39,0,689,0.003933868,0
2/2/2015 18:43,21.7675,24.39,0,687,0.00392843,0
2/2/2015 18:45,21.7675,24.365,0,679.75,0.003924377,0
2/2/2015 18:46,21.754,24.35,0,668.4,0.003918692,0
2/2/2015 18:47,21.7,24.29,0,665.6666667,0.003896013,0
2/2/2015 18:48,21.7,24.29,0,664.75,0.003896013,0
2/2/2015 18:49,21.7,24.29,0,668,0.003896013,0
2/2/2015 18:49,21.7,24.29,0,661.25,0.003896013,0
2/2/2015 18:51,21.64,24.236,0,658.2,0.003872972,0
2/2/2015 18:52,21.6,24.2,0,656,0.003857673,0
2/2/2015 18:53,21.6,24.2,0,654.8,0.003857673,0
2/2/2015 18:53,21.6,24.2225,0,653.75,0.003861282,0
2/2/2015 18:55,21.5,24.26,0,650.3333333,0.003843552,0
2/2/2015 18:55,21.5,24.2,0,650.75,0.003833988,0
2/2/2015 18:56,21.55,24.2,0,648.25,0.003845814,0
2/2/2015 18:58,21.5,24.2,0,640.3333333,0.003833988,0
2/2/2015 18:59,21.5,24.2,0,638,0.003833988,0
2/2/2015 19:00,21.5,24.2,0,636.25,0.003833988,0
2/2/2015 19:01,21.5,24.2,0,636.3333333,0.003833988,0
2/2/2015 19:01,21.5,24.15,0,635.75,0.003826018,0
2/2/2015 19:02,21.5,24.175,0,635.5,0.003830003,0
2/2/2015 19:04,21.5,24.125,0,627.5,0.003822033,0
2/2/2015 19:05,21.5,24.15,0,626.25,0.003826018,0
2/2/2015 19:06,21.5,24.125,0,621.5,0.003822033,0
2/2/2015 19:07,21.5,24.1,0,621.75,0.003818048,0
2/2/2015 19:08,21.5,24.1,0,620.6666667,0.003818048,0
2/2/2015 19:08,21.5,24.1,0,617,0.003818048,0
2/2/2015 19:09,21.5,24.1,0,612.75,0.003818048,0
2/2/2015 19:11,21.4725,24.075,0,614.5,0.003807606,0
2/2/2015 19:12,21.39,24,0,617.3333333,0.003776419,0
2/2/2015 19:13,21.42666667,23.92666667,0,614.25,0.00377333,0
2/2/2015 19:14,21.39,23.9725,0,610.75,0.003772066,0
2/2/2015 19:14,21.39,23.9175,0,603,0.003763359,0
2/2/2015 19:15,21.39,23.945,0,603.5,0.003767713,0
2/2/2015 19:17,21.365,23.89,0,602,0.003753216,0
2/2/2015 19:18,21.32333333,24,0,605.6666667,0.003760925,0
2/2/2015 19:19,21.34,23.9725,0,604.5,0.003760453,0
2/2/2015 19:20,21.315,23.9725,0,599,0.003754659,0
2/2/2015 19:21,21.35666667,24,0,600,0.003768665,0
2/2/2015 19:21,21.39,23.9725,0,596.5,0.003772066,0
2/2/2015 19:23,21.315,23.89,0,597.5,0.00374166,0
2/2/2015 19:24,21.29,23.945,0,594,0.003744546,0
2/2/2015 19:25,21.29,23.9725,0,590.5,0.003748872,0
2/2/2015 19:25,21.29,23.89,0,586.6666667,0.003735893,0
2/2/2015 19:27,21.29,23.92666667,0,588,0.003741662,0
2/2/2015 19:27,21.29,23.89,0,585.5,0.003735893,0
2/2/2015 19:28,21.29,23.89,0,584.5,0.003735893,0
2/2/2015 19:30,21.254,23.85,0,587.2,0.003721325,0
2/2/2015 19:31,21.23,23.82333333,0,585,0.003711637,0
2/2/2015 19:32,21.218,23.81,0,579.4,0.0037068,0
2/2/2015 19:33,21.2,23.79,0,579.3333333,0.003699555,0
2/2/2015 19:34,21.2,23.79,0,581.6,0.003699555,0
2/2/2015 19:34,21.2,23.79,0,581.6666667,0.003699555,0
2/2/2015 19:36,21.2,23.79,0,577.5,0.003699555,0
2/2/2015 19:37,21.2,23.79,0,577.3333333,0.003699555,0
2/2/2015 19:38,21.2,23.7675,0,574.25,0.003696035,0
2/2/2015 19:38,21.2,23.745,0,569,0.003692515,0
2/2/2015 19:40,21.2,23.76,0,565.3333333,0.003694862,0
2/2/2015 19:40,21.2,23.7,0,561.4,0.003685476,0
2/2/2015 19:41,21.2,23.79,0,567.3333333,0.003699555,0
2/2/2015 19:43,21.175,23.7,0,565.3333333,0.003679792,0
2/2/2015 19:44,21.16666667,23.7,0,563.5,0.003677899,0
2/2/2015 19:45,21.125,23.675,0,559,0.003664554,0
2/2/2015 19:46,21.1,23.65,0,559.5,0.003655012,0
2/2/2015 19:46,21.125,23.65,0,550.5,0.003660661,0
2/2/2015 19:47,21.1,23.6,0,553,0.003647239,0
2/2/2015 19:49,21.13333333,23.6,0,552,0.003654757,0
2/2/2015 19:50,21.1,23.6,0,553.25,0.003647239,0
2/2/2015 19:51,21.1,23.6,0,545.75,0.003647239,0
2/2/2015 19:52,21.1,23.6,0,548,0.003647239,0
2/2/2015 19:53,21.1,23.6,0,547,0.003647239,0
2/2/2015 19:53,21.1,23.575,0,545.75,0.003643353,0
2/2/2015 19:54,21.1,23.53333333,0,544,0.003636876,0
2/2/2015 19:56,21.1,23.4725,0,545.5,0.00362742,0
2/2/2015 19:57,21.1,23.4725,0,547,0.00362742,0
2/2/2015 19:58,21.1,23.5,0,545.25,0.003631695,0
2/2/2015 19:59,21.1,23.5,0,541.25,0.003631695,0
2/2/2015 19:59,21.125,23.5,0,540.75,0.003637308,0
2/2/2015 20:00,21.1,23.5,0,533.3333333,0.003631695,0
2/2/2015 20:02,21.13333333,23.5,0,528,0.00363918,0
2/2/2015 20:03,21.1,23.3925,0,537.75,0.003614985,0
2/2/2015 20:04,21.1,23.4725,0,539.5,0.00362742,0
2/2/2015 20:05,21.1,23.5,0,535.25,0.003631695,0
2/2/2015 20:06,21.1,23.5,0,537.25,0.003631695,0
2/2/2015 20:06,21.1,23.5,0,535.25,0.003631695,0
2/2/2015 20:08,21.1,23.5,0,533.4,0.003631695,0
2/2/2015 20:09,21.1,23.5,0,524.5,0.003631695,0
2/2/2015 20:10,21.1,23.434,0,524.8,0.003621436,0
2/2/2015 20:10,21.1,23.39,0,522.6666667,0.003614596,0
2/2/2015 20:12,21.1,23.39,0,521,0.003614596,0
2/2/2015 20:12,21.125,23.39,0,519.75,0.003620183,0
2/2/2015 20:13,21.1,23.39,0,523,0.003614596,0
2/2/2015 20:15,21.1,23.39,0,523,0.003614596,0
2/2/2015 20:16,21.1,23.39,0,519,0.003614596,0
2/2/2015 20:17,21.1,23.365,0,519.5,0.003610711,0
2/2/2015 20:18,21.1,23.39,0,519.75,0.003614596,0
2/2/2015 20:19,21.1,23.365,0,520,0.003610711,0
2/2/2015 20:19,21.1,23.33,0,524.6,0.003605271,0
2/2/2015 20:21,21.075,23.315,0,520.25,0.003597378,0
2/2/2015 20:22,21.075,23.34,0,519,0.003601258,0
2/2/2015 20:23,21.1,23.29,0,523.2,0.003599053,0
2/2/2015 20:23,21.03333333,23.29,0,517.6666667,0.003584258,0
2/2/2015 20:25,21.02,23.29,0,514.2,0.003581305,0
2/2/2015 20:25,21.025,23.29,0,516.5,0.003582412,0
2/2/2015 20:26,21,23.29,0,521,0.00357688,0
2/2/2015 20:28,21,23.29,0,520,0.00357688,0
2/2/2015 20:29,21,23.254,0,517.8,0.00357132,0
2/2/2015 20:30,21,23.26,0,514.3333333,0.003572246,0
2/2/2015 20:31,21,23.2675,0,516.75,0.003573405,0
2/2/2015 20:31,21,23.29,0,520.75,0.00357688,0
2/2/2015 20:32,21,23.29,0,519.3333333,0.00357688,0
2/2/2015 20:34,21,23.29,0,519,0.00357688,0
2/2/2015 20:35,21,23.29,0,509.75,0.00357688,0
2/2/2015 20:36,21,23.29,0,508.5,0.00357688,0
2/2/2015 20:37,20.9725,23.29,0,504.5,0.003570804,0
2/2/2015 20:38,21,23.29,0,506.5,0.00357688,0
2/2/2015 20:38,20.9725,23.29,0,509,0.003570804,0
2/2/2015 20:39,20.96333333,23.29,0,507.25,0.00356878,0
2/2/2015 20:41,21,23.29,0,509.3333333,0.00357688,0
2/2/2015 20:42,20.89,23.2,0,509.6666667,0.003538822,0
2/2/2015 20:43,20.89,23.245,0,508.25,0.003545725,0
2/2/2015 20:44,20.89,23.2225,0,510.25,0.003542274,0
2/2/2015 20:44,20.89,23.254,0,504,0.003547106,0
2/2/2015 20:45,20.89,23.26,0,499.3333333,0.003548027,0
2/2/2015 20:47,20.89,23.2225,0,495,0.003542274,0
2/2/2015 20:48,20.89,23.2,0,496.25,0.003538822,0
2/2/2015 20:49,20.89,23.2,0,494.75,0.003538822,0
2/2/2015 20:50,20.89,23.2,0,492.5,0.003538822,0
2/2/2015 20:51,20.89,23.2,0,494.25,0.003538822,0
2/2/2015 20:51,20.89,23.2,0,492.3333333,0.003538822,0
2/2/2015 20:53,20.89,23.125,0,493.75,0.003527317,0
2/2/2015 20:54,20.89,23.125,0,484.75,0.003527317,0
2/2/2015 20:55,20.89,23.1,0,489.25,0.003523482,0
2/2/2015 20:55,20.89,23.1,0,494.5,0.003523482,0
2/2/2015 20:57,20.89,23.1,0,495.6666667,0.003523482,0
2/2/2015 20:57,20.89,23.1,0,501.5,0.003523482,0
2/2/2015 20:58,20.89,23.1,0,499.6666667,0.003523482,0
2/2/2015 21:00,20.89,23.1,0,492.5,0.003523482,0
2/2/2015 21:01,20.89,23.1,0,494.25,0.003523482,0
2/2/2015 21:02,20.89,23.1,0,494,0.003523482,0
2/2/2015 21:03,20.9725,23.1,0,489.25,0.003541507,0
2/2/2015 21:04,20.9175,23.1,0,490,0.003529482,0
2/2/2015 21:04,20.89,23.1,0,495.5,0.003523482,0
2/2/2015 21:06,20.89,23.05,0,498,0.003515813,0
2/2/2015 21:07,20.89,23.05,0,495,0.003515813,0
2/2/2015 21:08,20.912,23,0,490.2,0.003512921,0
2/2/2015 21:08,20.92666667,23,0,492.3333333,0.003516109,0
2/2/2015 21:10,20.89,23,0,491.6666667,0.003508143,0
